Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID4626,4626,0,0.052,463.642,5.813,0,0,0,15,1,-10921639,40.043,44,0,50,29992,12.611,20.869,0.174,0.940
ID4692,4692,0,0.055,463.717,11.699,0,1,1,15,1,-10921639,44.862,45,37,52,33602,2.115,33.185,0.149,5.512
ID4755,4755,0,0.053,464.747,11.802,0,2,2,15,1,-10921639,44.466,44,36,51,33305,2.212,32.842,0.147,5.160
ID4817,4817,0,0.051,464.554,7.400,0,3,3,15,1,-10921639,41.093,44,0,50,30779,10.690,26.401,0.177,1.156
ID4880,4880,0,0.065,465.000,0.000,0,4,4,15,1,-10921639,30.769,44,0,51,23046,19.981,9.788,0.118,0.324
ID4944,4944,0,0.057,464.000,0.000,0,5,5,15,1,-10921639,30.429,43,0,50,22791,19.783,9.691,0.112,0.311
ID5075,5075,0,0.054,461.000,0.000,0,6,6,15,1,-10921639,30.379,43,0,49,22754,19.768,9.872,0.112,0.310
ID5011,5011,0,0.050,460.000,0.000,0,7,7,15,1,-10921639,30.256,43,0,50,22662,19.688,9.631,0.110,0.304
ID5144,5144,0,0.045,457.153,14.442,0,8,8,15,1,-10921639,44.023,44,41,49,32973,1.474,38.469,0.117,6.236
ID5209,5209,0,0.042,454.891,15.127,0,9,9,15,1,-10921639,43.829,44,41,49,32828,1.541,39.403,0.101,5.201
ID5271,5271,0,0.045,454.753,17.329,0,10,10,15,1,-10921639,43.777,44,41,49,32789,1.490,44.698,0.080,4.332
ID5335,5335,0,0.043,453.836,20.873,0,11,11,15,1,-10921639,43.603,43,40,49,32659,1.514,52.878,0.040,2.209
ID5399,5399,0,0.047,454.545,22.787,0,12,12,15,1,-10921639,43.555,43,40,48,32623,1.563,57.000,0.027,1.455
ID5528,5528,0,0.042,453.195,23.935,0,13,13,15,1,-10921639,43.370,43,39,48,32484,1.476,57.000,0.018,1.062
ID4627,4627,1,0.110,204.563,29.365,0,0,0,15,1,-10921639,46.019,45,40,56,34468,3.312,19.825,0.050,1.311
ID4693,4693,1,0.108,203.959,29.725,0,1,1,15,1,-10921639,45.810,45,40,54,34312,3.246,15.881,0.048,1.301
ID4756,4756,1,0.106,203.081,29.289,0,2,2,15,1,-10921639,45.697,45,40,54,34227,3.190,17.246,0.048,1.312
ID4818,4818,1,0.114,202.713,30.773,0,3,3,15,1,-10921639,46.012,45,40,55,34463,3.494,16.106,0.052,1.291
ID4881,4881,1,0.109,203.085,30.115,0,4,4,15,1,-10921639,45.802,45,39,56,34306,3.183,15.698,0.050,1.377
ID4945,4945,1,0.155,201.895,30.677,0,5,5,15,1,-10921639,48.138,47,40,61,36055,4.817,15.746,0.073,1.357
ID5077,5077,1,0.238,199.668,33.016,0,6,6,15,1,-10921639,52.447,50,42,71,39283,7.543,15.631,0.112,1.397
ID5013,5013,1,0.223,198.864,33.445,0,7,7,15,1,-10921639,51.370,49,41,69,38476,7.217,15.804,0.104,1.337
ID5145,5145,1,0.204,197.585,33.095,0,8,8,15,1,-10921639,50.230,49,40,68,37622,6.540,15.594,0.096,1.344
ID5210,5210,1,0.186,197.536,34.615,0,9,9,15,1,-10921639,49.383,48,38,66,36988,6.122,15.973,0.087,1.294
ID5272,5272,1,0.171,195.782,33.846,0,10,10,15,1,-10921639,48.514,47,41,64,36337,5.507,15.723,0.080,1.308
ID5336,5336,1,0.160,193.378,35.936,0,11,11,15,1,-10921639,47.864,46,40,63,35850,5.211,15.632,0.075,1.283
ID5400,5400,1,0.155,192.387,36.881,0,12,12,15,1,-10921639,47.593,46,40,62,35647,5.094,15.444,0.072,1.253
ID5529,5529,1,0.148,191.750,37.675,0,13,13,15,1,-10921639,47.166,46,39,60,35327,4.884,15.657,0.068,1.238
ID5595,5595,1,0.139,192.250,38.885,0,14,14,15,1,-10921639,46.668,45,40,62,34954,4.585,15.821,0.063,1.215
ID5463,5463,1,0.127,191.635,36.581,0,15,15,15,1,-10921639,46.196,45,39,61,34601,4.171,16.210,0.058,1.204
ID5658,5658,1,0.121,189.575,35.961,0,16,16,15,1,-10921639,45.911,45,40,57,34387,3.799,15.859,0.055,1.258
ID5722,5722,1,0.139,189.155,36.651,0,17,17,15,1,-10921639,46.702,46,40,59,34980,4.473,16.036,0.065,1.278
ID5793,5793,1,0.157,189.138,37.716,0,18,18,15,1,-10921639,47.668,46,39,64,35703,5.037,15.363,0.073,1.295
ID5861,5861,1,0.155,190.288,36.490,0,19,19,15,1,-10921639,47.451,46,40,61,35541,4.988,15.838,0.073,1.288
ID5927,5927,1,0.159,191.371,36.451,0,20,20,15,1,-10921639,47.861,46,40,63,35848,4.961,15.862,0.076,1.365
ID5992,5992,1,0.176,191.472,37.098,0,21,21,15,1,-10921639,48.482,47,40,64,36313,5.784,15.742,0.082,1.276
ID6058,6058,1,0.154,192.138,36.893,0,22,22,15,1,-10921639,47.300,46,40,61,35428,4.993,15.907,0.073,1.281
ID6126,6126,1,0.143,192.949,35.569,0,23,23,15,1,-10921639,46.678,45,39,60,34962,4.652,15.914,0.066,1.251
ID6190,6190,1,0.142,193.437,36.154,0,24,24,15,1,-10921639,46.533,45,40,60,34853,4.693,15.999,0.065,1.205
ID6318,6318,1,0.148,193.740,36.505,0,25,25,15,1,-10921639,46.865,45,39,60,35102,4.819,16.226,0.070,1.273
ID6255,6255,1,0.196,194.049,37.253,0,26,26,15,1,-10921639,49.113,47,40,67,36786,6.524,15.567,0.092,1.266
ID6387,6387,1,0.246,194.585,37.857,0,27,27,15,1,-10921639,51.585,49,39,74,38637,8.269,15.428,0.115,1.291
ID6450,6450,1,0.222,195.416,35.896,0,28,28,15,1,-10921639,50.459,49,40,71,37794,7.387,15.830,0.105,1.300
ID6515,6515,1,0.199,194.906,35.046,0,29,29,15,1,-10921639,49.095,47,40,67,36772,6.676,15.754,0.094,1.259
ID6577,6577,1,0.181,193.686,34.264,0,30,30,15,1,-10921639,48.176,46,39,65,36084,6.132,15.399,0.085,1.228
ID6642,6642,1,0.175,193.974,35.009,0,31,31,15,1,-10921639,47.900,46,40,63,35877,5.791,15.563,0.083,1.263
ID6706,6706,1,0.168,195.671,36.963,0,32,32,15,1,-10921639,47.498,46,39,63,35576,5.552,15.989,0.080,1.262
ID6770,6770,1,0.157,196.249,35.796,0,33,33,15,1,-10921639,46.887,45,39,63,35118,5.227,15.990,0.074,1.232
ID6836,6836,1,0.155,195.004,35.122,0,34,34,15,1,-10921639,46.696,45,38,60,34975,5.135,15.624,0.073,1.233
ID6900,6900,1,0.172,193.665,35.728,0,35,35,15,1,-10921639,47.502,46,38,64,35579,5.774,15.722,0.082,1.242
ID6964,6964,1,0.182,192.302,34.573,0,36,36,15,1,-10921639,48.187,46,39,67,36092,6.009,15.562,0.087,1.288
ID7026,7026,1,0.203,189.621,33.919,0,37,37,15,1,-10921639,49.154,47,38,68,36816,6.749,16.098,0.097,1.285
ID7156,7156,1,0.240,190.342,34.148,0,38,38,15,1,-10921639,51.081,49,39,73,38260,8.087,15.900,0.113,1.285
ID7090,7090,1,0.236,191.904,35.351,0,39,39,15,1,-10921639,50.862,49,39,72,38096,7.869,15.811,0.111,1.295
ID7219,7219,1,0.233,191.068,36.913,0,40,40,15,1,-10921639,50.685,48,39,74,37963,7.736,16.002,0.111,1.308
ID7284,7284,1,0.222,190.758,36.771,0,41,41,15,1,-10921639,50.091,47,39,71,37518,7.393,15.740,0.106,1.302
ID7412,7412,1,0.208,188.657,36.122,0,42,42,15,1,-10921639,49.254,47,38,67,36891,6.892,15.629,0.099,1.288
ID7349,7349,1,0.188,189.485,34.473,0,43,43,15,1,-10921639,48.267,47,39,66,36152,6.289,15.854,0.090,1.264
ID7475,7475,1,0.184,191.050,33.948,0,44,44,15,1,-10921639,48.012,46,39,64,35961,6.040,15.904,0.088,1.288
ID7540,7540,1,0.174,191.119,33.047,0,45,45,15,1,-10921639,47.676,46,39,63,35709,5.499,15.881,0.084,1.350
ID7666,7666,1,0.172,189.307,32.756,0,46,46,15,1,-10921639,47.426,46,39,62,35522,5.725,16.010,0.082,1.262
ID7601,7601,1,0.166,188.299,32.043,0,47,47,15,1,-10921639,47.231,46,38,63,35376,5.354,16.106,0.080,1.313
ID7730,7730,1,0.156,187.507,33.144,0,48,48,15,1,-10921639,46.535,45,38,60,34855,5.136,15.853,0.074,1.256
ID7796,7796,1,0.152,187.403,32.276,0,49,49,15,1,-10921639,46.406,45,38,60,34758,4.876,15.755,0.074,1.318
ID7863,7863,1,0.141,187.955,32.443,0,50,50,15,1,-10921639,45.774,44,39,60,34285,4.664,15.818,0.066,1.222
ID7929,7929,1,0.144,188.481,31.999,0,51,51,15,1,-10921639,45.912,44,38,60,34388,4.690,16.144,0.068,1.250
ID7995,7995,1,0.162,189.528,32.157,0,52,52,15,1,-10921639,46.874,45,39,63,35109,5.337,15.753,0.077,1.261
ID8063,8063,1,0.159,189.731,33.876,0,53,53,15,1,-10921639,46.547,45,39,62,34864,5.248,15.952,0.077,1.263
ID8199,8199,1,0.186,190.363,34.703,0,54,54,15,1,-10921639,47.866,46,39,66,35852,6.279,15.858,0.090,1.254
ID8131,8131,1,0.185,188.933,35.707,0,55,55,15,1,-10921639,47.801,46,39,66,35803,6.169,15.582,0.090,1.280
ID8269,8269,1,0.173,187.394,36.383,0,56,56,15,1,-10921639,46.936,45,38,66,35155,5.953,15.377,0.082,1.201
ID8337,8337,1,0.163,187.105,37.066,0,57,57,15,1,-10921639,46.563,45,38,63,34876,5.408,15.635,0.078,1.251
ID8474,8474,1,0.161,185.213,36.491,0,58,58,15,1,-10921639,46.299,44,38,62,34678,5.494,15.445,0.076,1.185
ID8406,8406,1,0.176,185.370,36.689,0,59,59,15,1,-10921639,46.983,45,38,64,35190,5.990,15.824,0.084,1.214
ID8543,8543,1,0.175,186.359,38.068,0,60,60,15,1,-10921639,46.964,45,39,64,35176,5.909,15.544,0.083,1.225
ID8615,8615,1,0.176,185.225,39.152,0,61,61,15,1,-10921639,46.833,45,39,64,35078,6.089,15.798,0.083,1.181
ID8685,8685,1,0.177,184.178,40.264,0,62,62,15,1,-10921639,46.824,45,38,63,35071,6.188,15.655,0.083,1.162
ID8756,8756,1,0.180,183.961,41.767,0,63,63,15,1,-10921639,46.940,45,38,65,35158,6.254,15.142,0.086,1.188
ID8828,8828,1,0.166,184.643,40.826,0,64,64,15,1,-10921639,46.338,44,38,63,34707,5.641,15.291,0.079,1.209
ID8899,8899,1,0.156,186.102,40.123,0,65,65,15,1,-10921639,45.762,44,38,60,34276,5.338,15.308,0.073,1.168
ID9042,9042,1,0.148,186.445,40.385,0,66,66,15,1,-10921639,45.362,44,37,60,33976,5.073,15.574,0.069,1.160
ID8971,8971,1,0.153,185.673,39.765,0,67,67,15,1,-10921639,45.668,44,38,60,34205,5.244,15.410,0.073,1.180
ID9115,9115,1,0.164,185.112,40.099,0,68,68,15,1,-10921639,46.170,44,38,60,34581,5.860,15.406,0.075,1.105
ID9188,9188,1,0.167,185.166,39.919,0,69,69,15,1,-10921639,46.822,45,39,61,35070,5.625,15.390,0.078,1.210
ID9332,9332,1,0.191,185.339,39.265,0,70,70,15,1,-10921639,48.043,46,39,65,35984,6.674,15.355,0.089,1.181
ID9261,9261,1,0.172,185.574,39.208,0,71,71,15,1,-10921639,47.136,45,39,63,35305,5.951,14.936,0.080,1.180
ID9405,9405,1,0.160,186.559,40.624,0,72,72,15,1,-10921639,46.586,45,39,62,34893,5.572,15.258,0.073,1.144
ID9478,9478,1,0.153,186.383,41.211,0,73,73,15,1,-10921639,46.937,45,40,62,35156,5.433,15.338,0.069,1.113
ID9554,9554,1,0.150,185.631,40.970,0,74,74,15,1,-10921639,47.638,46,39,63,35681,5.244,15.373,0.066,1.118
ID9626,9626,1,0.150,185.769,40.851,0,75,75,15,1,-10921639,46.482,45,39,62,34815,5.408,15.363,0.067,1.075
ID9700,9700,1,0.161,186.050,40.935,0,76,76,15,1,-10921639,47.065,45,37,62,35252,5.615,14.921,0.073,1.140
ID9773,9773,1,0.200,186.195,40.680,0,77,77,15,1,-10921639,48.598,46,39,68,36400,6.992,15.523,0.093,1.178
ID9916,9916,1,0.191,186.273,40.850,0,78,78,15,1,-10921639,47.730,46,37,67,35750,6.549,15.666,0.091,1.219
ID9843,9843,1,0.177,186.052,40.104,0,79,79,15,1,-10921639,46.744,44,37,63,35011,6.175,15.783,0.083,1.157
ID4628,4628,2,0.078,209.888,90.934,0,0,0,15,1,-10921639,44.844,44,39,51,33588,2.370,15.285,0.032,1.185
ID4694,4694,2,0.077,208.833,91.616,0,1,1,15,1,-10921639,44.722,44,40,51,33497,2.384,15.804,0.031,1.117
ID4757,4757,2,0.083,206.392,92.358,0,2,2,15,1,-10921639,44.973,44,40,54,33685,2.722,54.717,0.034,1.090
ID4819,4819,2,0.080,203.462,92.932,0,3,3,15,1,-10921639,44.737,44,39,53,33508,2.634,15.936,0.033,1.072
ID4882,4882,2,0.081,204.370,95.162,0,4,4,15,1,-10921639,44.754,44,40,51,33521,2.384,17.167,0.034,1.234
ID4946,4946,2,0.080,204.947,95.816,0,5,5,15,1,-10921639,44.657,44,40,51,33448,2.457,15.628,0.033,1.177
ID5078,5078,2,0.082,206.308,97.708,0,6,6,15,1,-10921639,44.736,44,39,52,33507,2.423,20.102,0.035,1.244
ID5014,5014,2,0.076,203.446,99.222,0,7,7,15,1,-10921639,44.311,44,39,52,33189,2.412,15.395,0.031,1.099
ID5146,5146,2,0.074,202.807,99.838,0,8,8,15,1,-10921639,44.243,44,40,50,33138,2.283,16.471,0.030,1.142
ID5211,5211,2,0.077,201.071,99.739,0,9,9,15,1,-10921639,44.427,44,40,51,33276,2.290,16.261,0.033,1.225
ID5273,5273,2,0.075,202.121,98.349,0,10,10,15,1,-10921639,44.287,44,39,51,33171,2.174,15.398,0.032,1.249
ID5337,5337,2,0.073,202.669,100.407,0,11,11,15,1,-10921639,44.159,44,40,51,33075,2.264,14.775,0.030,1.154
ID5401,5401,2,0.070,202.819,101.375,0,12,12,15,1,-10921639,43.892,44,39,49,32875,2.200,15.507,0.027,1.050
ID5530,5530,2,0.070,204.398,101.702,0,13,13,15,1,-10921639,44.008,44,40,49,32962,2.038,18.932,0.029,1.208
ID5596,5596,2,0.071,203.104,102.701,0,14,14,15,1,-10921639,44.000,44,40,50,32956,2.161,15.651,0.028,1.117
ID5464,5464,2,0.075,202.553,103.572,0,15,15,15,1,-10921639,44.158,44,39,51,33074,2.257,16.102,0.031,1.192
ID5659,5659,2,0.079,203.057,104.183,0,16,16,15,1,-10921639,44.326,44,40,50,33200,2.367,15.592,0.033,1.197
ID5723,5723,2,0.076,203.713,106.164,0,17,17,15,1,-10921639,44.179,44,38,50,33090,2.339,51.116,0.032,1.166
ID5794,5794,2,0.073,203.343,105.383,0,18,18,15,1,-10921639,43.805,43,38,49,32810,2.447,14.971,0.028,0.961
ID5862,5862,2,0.074,203.895,105.075,0,19,19,15,1,-10921639,44.007,44,38,50,32961,2.321,16.456,0.030,1.116
ID5928,5928,2,0.077,202.967,106.378,0,20,20,15,1,-10921639,44.150,44,39,51,33068,2.311,15.248,0.032,1.197
ID5994,5994,2,0.078,204.019,107.403,0,21,21,15,1,-10921639,43.993,43,38,50,32951,2.480,14.887,0.032,1.094
ID6060,6060,2,0.075,203.299,106.442,0,22,22,15,1,-10921639,43.996,44,38,51,32953,2.387,15.710,0.032,1.141
ID6128,6128,2,0.074,204.628,103.802,0,23,23,15,1,-10921639,43.826,44,39,50,32826,2.167,18.356,0.032,1.258
ID6192,6192,2,0.074,201.303,105.279,0,24,24,15,1,-10921639,43.665,43,39,50,32705,2.275,20.549,0.031,1.154
ID6321,6321,2,0.071,203.181,106.617,0,25,25,15,1,-10921639,43.688,43,39,49,32722,2.043,15.803,0.030,1.231
ID6257,6257,2,0.078,203.235,107.712,0,26,26,15,1,-10921639,43.900,44,39,50,32881,2.226,50.472,0.034,1.308
ID6388,6388,2,0.076,201.563,109.736,0,27,27,15,1,-10921639,43.804,43,38,50,32809,2.216,16.029,0.033,1.275
ID6451,6451,2,0.075,200.476,109.234,0,28,28,15,1,-10921639,43.514,43,39,50,32592,2.316,15.275,0.031,1.140
ID6516,6516,2,0.073,199.046,109.632,0,29,29,15,1,-10921639,43.534,43,39,53,32607,2.091,57.000,0.033,1.338
ID6578,6578,2,0.079,196.752,107.637,0,30,30,15,1,-10921639,43.610,43,39,50,32664,2.330,15.420,0.034,1.225
ID6643,6643,2,0.079,195.207,107.538,0,31,31,15,1,-10921639,43.653,43,38,50,32696,2.440,16.016,0.033,1.142
ID6707,6707,2,0.076,197.076,108.154,0,32,32,15,1,-10921639,43.425,43,39,50,32525,2.277,14.514,0.032,1.185
ID6771,6771,2,0.072,196.878,108.035,0,33,33,15,1,-10921639,43.154,43,38,50,32322,2.282,51.905,0.029,1.075
ID6837,6837,2,0.070,197.295,109.377,0,34,34,15,1,-10921639,42.937,42,38,49,32160,2.263,15.517,0.028,1.038
ID6901,6901,2,0.075,197.801,109.603,0,35,35,15,1,-10921639,43.198,43,38,50,32355,2.277,16.089,0.032,1.188
ID6965,6965,2,0.074,197.725,111.110,0,36,36,15,1,-10921639,43.144,43,37,49,32315,2.231,52.340,0.032,1.183
ID7027,7027,2,0.081,198.234,111.378,0,37,37,15,1,-10921639,43.350,43,37,51,32469,2.536,15.285,0.034,1.134
ID7157,7157,2,0.077,198.477,110.414,0,38,38,15,1,-10921639,43.216,43,38,50,32369,2.496,15.679,0.032,1.084
ID7091,7091,2,0.074,199.156,113.445,0,39,39,15,1,-10921639,43.262,43,39,51,32403,2.294,15.752,0.030,1.104
ID7220,7220,2,0.073,198.165,113.257,0,40,40,15,1,-10921639,43.053,42,39,51,32247,2.301,57.000,0.030,1.102
ID7285,7285,2,0.075,197.849,114.369,0,41,41,15,1,-10921639,43.069,43,38,51,32259,2.444,57.000,0.031,1.049
ID7413,7413,2,0.070,196.315,116.893,0,42,42,15,1,-10921639,42.868,42,37,49,32108,2.211,16.187,0.030,1.115
ID7350,7350,2,0.072,197.563,115.284,0,43,43,15,1,-10921639,42.941,42,38,50,32163,2.224,15.299,0.030,1.127
ID7476,7476,2,0.073,195.994,115.922,0,44,44,15,1,-10921639,42.868,43,38,49,32108,2.256,16.441,0.031,1.135
ID7541,7541,2,0.075,194.085,116.702,0,45,45,15,1,-10921639,42.963,43,38,49,32179,2.352,16.356,0.031,1.114
ID7668,7668,2,0.076,193.442,119.691,0,46,46,15,1,-10921639,42.933,43,38,50,32157,2.297,15.154,0.033,1.187
ID7603,7603,2,0.077,193.233,120.620,0,47,47,15,1,-10921639,43.055,43,37,49,32248,2.304,15.365,0.034,1.234
ID7733,7733,2,0.076,194.745,123.561,0,48,48,15,1,-10921639,43.029,43,38,50,32229,2.345,19.730,0.033,1.172
ID7799,7799,2,0.077,193.228,122.614,0,49,49,15,1,-10921639,42.912,42,39,50,32141,2.451,15.923,0.032,1.098
ID7865,7865,2,0.075,194.952,119.618,0,50,50,15,1,-10921639,42.857,42,39,50,32100,2.289,15.885,0.033,1.197
ID7930,7930,2,0.070,193.902,118.152,0,51,51,15,1,-10921639,42.601,42,38,49,31908,2.362,12.076,0.028,0.999
ID7997,7997,2,0.071,193.651,119.698,0,52,52,15,1,-10921639,42.489,42,38,49,31824,2.293,14.919,0.029,1.040
ID8065,8065,2,0.075,192.292,121.534,0,53,53,15,1,-10921639,42.733,42,37,50,32007,2.313,17.249,0.032,1.144
ID8202,8202,2,0.075,192.452,121.949,0,54,54,15,1,-10921639,42.666,42,37,49,31957,2.453,15.656,0.032,1.072
ID8134,8134,2,0.075,190.288,123.253,0,55,55,15,1,-10921639,42.648,42,38,49,31943,2.407,15.337,0.032,1.086
ID8272,8272,2,0.075,190.101,125.242,0,56,56,15,1,-10921639,42.623,42,36,49,31925,2.350,17.626,0.032,1.125
ID8340,8340,2,0.074,191.457,124.408,0,57,57,15,1,-10921639,42.622,42,38,50,31924,2.436,15.973,0.031,1.054
ID8476,8476,2,0.081,190.142,124.514,0,58,58,15,1,-10921639,42.849,42,38,50,32094,2.514,15.469,0.036,1.200
ID8408,8408,2,0.078,189.392,123.989,0,59,59,15,1,-10921639,42.554,42,36,51,31873,2.618,15.586,0.032,1.004
ID8545,8545,2,0.074,187.881,124.778,0,60,60,15,1,-10921639,42.523,42,38,49,31850,2.287,15.238,0.032,1.148
ID8617,8617,2,0.072,186.427,127.159,0,61,61,15,1,-10921639,42.429,42,37,50,31779,2.394,10.111,0.030,1.024
ID8687,8687,2,0.074,186.519,128.337,0,62,62,15,1,-10921639,42.425,42,38,49,31776,2.373,15.468,0.030,1.054
ID8758,8758,2,0.071,187.343,128.734,0,63,63,15,1,-10921639,42.368,42,37,49,31734,2.133,57.000,0.030,1.164
ID8830,8830,2,0.073,184.114,129.640,0,64,64,15,1,-10921639,42.419,42,37,49,31772,2.261,16.106,0.032,1.175
ID8901,8901,2,0.076,181.957,131.340,0,65,65,15,1,-10921639,42.490,42,38,50,31825,2.348,19.596,0.032,1.123
ID9044,9044,2,0.073,181.397,131.629,0,66,66,15,1,-10921639,42.271,42,38,50,31661,2.377,16.000,0.031,1.055
ID8973,8973,2,0.073,179.852,130.146,0,67,67,15,1,-10921639,42.399,42,37,49,31757,2.240,15.219,0.031,1.126
ID9117,9117,2,0.077,180.313,130.465,0,68,68,15,1,-10921639,42.451,42,38,52,31796,2.656,15.196,0.031,0.968
ID9190,9190,2,0.077,181.228,129.930,0,69,69,15,1,-10921639,42.824,42,38,50,32075,2.593,57.000,0.031,0.981
ID9334,9334,2,0.078,180.355,128.632,0,70,70,15,1,-10921639,43.115,43,38,51,32293,2.603,15.843,0.033,1.068
ID9263,9263,2,0.072,181.452,129.451,0,71,71,15,1,-10921639,42.905,43,38,50,32136,2.289,15.429,0.030,1.095
ID9407,9407,2,0.071,183.936,132.146,0,72,72,15,1,-10921639,43.049,43,37,50,32244,2.101,16.690,0.030,1.201
ID9480,9480,2,0.069,182.699,134.646,0,73,73,15,1,-10921639,43.740,43,39,50,32761,2.008,15.461,0.028,1.202
ID9556,9556,2,0.070,181.833,136.250,0,74,74,15,1,-10921639,44.519,44,40,50,33345,2.152,15.885,0.027,1.073
ID9628,9628,2,0.070,178.181,136.397,0,75,75,15,1,-10921639,43.471,43,39,50,32560,2.329,9.927,0.027,0.976
ID9702,9702,2,0.069,177.209,135.181,0,76,76,15,1,-10921639,43.457,43,38,50,32549,2.028,15.803,0.029,1.200
ID9775,9775,2,0.068,177.552,134.857,0,77,77,15,1,-10921639,42.900,43,38,48,32132,2.145,15.241,0.027,1.061
ID9918,9918,2,0.066,176.985,134.903,0,78,78,15,1,-10921639,42.338,42,38,48,31711,2.049,15.139,0.027,1.089
ID9845,9845,2,0.068,175.895,129.725,0,79,79,15,1,-10921639,42.292,42,37,49,31677,2.076,57.000,0.028,1.126
ID9991,9991,2,0.050,193.062,160.786,0,80,80,15,1,-10921639,36.866,37,33,45,27613,1.803,9.451,0.020,0.792
ID10022,10022,2,0.061,188.857,163.706,0,81,81,15,1,-10921639,38.304,38,33,49,28690,2.471,9.534,0.022,0.678
ID10102,10102,2,0.059,187.174,164.347,0,82,82,15,1,-10921639,37.976,37,33,46,28444,2.386,9.229,0.022,0.675
ID10062,10062,2,0.053,185.737,165.356,0,83,83,15,1,-10921639,38.423,38,34,46,28779,2.047,9.555,0.018,0.675
ID10145,10145,2,0.054,184.096,165.364,0,84,84,15,1,-10921639,39.075,39,35,47,29267,2.042,9.605,0.018,0.690
ID10189,10189,2,0.065,184.238,163.168,0,85,85,15,1,-10921639,39.957,39,36,51,29928,2.704,9.717,0.022,0.646
ID10234,10234,2,0.065,193.777,179.813,0,86,86,15,1,-10921639,32.007,31,28,41,23973,2.539,9.787,0.034,0.836
ID10280,10280,2,0.068,192.849,180.277,0,87,87,15,1,-10921639,32.029,31,27,42,23990,2.839,9.518,0.035,0.760
ID10329,10329,2,0.094,193.086,182.430,0,88,88,15,1,-10921639,32.853,31,28,48,24607,4.039,9.669,0.051,0.785
ID10378,10378,2,0.092,192.268,184.458,0,89,89,15,1,-10921639,32.525,31,27,46,24361,4.023,9.692,0.051,0.788
ID10427,10427,2,0.088,191.577,187.428,0,90,90,15,1,-10921639,32.061,31,27,46,24014,3.778,9.508,0.048,0.785
ID10474,10474,2,0.081,190.463,190.475,0,91,91,15,1,-10921639,31.298,30,27,44,23442,3.513,9.404,0.044,0.749
ID10522,10522,2,0.076,189.554,189.680,0,92,92,15,1,-10921639,30.729,30,25,44,23016,3.456,9.490,0.041,0.694
ID10572,10572,2,0.073,191.741,189.953,0,93,93,15,1,-10921639,30.502,30,26,42,22846,3.055,9.737,0.042,0.798
ID10622,10622,2,0.074,193.724,189.350,0,94,94,15,1,-10921639,30.254,29,26,42,22660,3.223,9.536,0.041,0.745
ID10672,10672,2,0.089,192.970,188.861,0,95,95,15,1,-10921639,30.628,29,25,47,22940,4.059,9.629,0.052,0.745
ID10721,10721,2,0.097,195.174,187.208,0,96,96,15,1,-10921639,30.809,29,26,46,23076,4.288,9.683,0.057,0.774
ID10774,10774,2,0.107,200.475,187.660,0,97,97,15,1,-10921639,31.231,30,26,50,23392,4.736,9.719,0.067,0.831
ID10826,10826,2,0.096,203.846,188.461,0,98,98,15,1,-10921639,30.782,30,25,46,23056,4.002,9.573,0.061,0.883
ID10879,10879,2,0.099,210.289,188.607,0,99,99,15,1,-10921639,30.923,30,25,46,23161,4.067,14.458,0.064,0.920
ID10931,10931,2,0.090,215.707,188.808,0,100,100,15,1,-10921639,30.414,29,25,47,22780,3.786,9.738,0.057,0.861
ID10984,10984,2,0.082,219.450,188.139,0,101,101,15,1,-10921639,29.980,29,25,43,22455,3.383,9.699,0.053,0.886
ID11039,11039,2,0.076,221.210,189.540,0,102,102,15,1,-10921639,29.617,29,25,41,22183,3.178,9.550,0.046,0.817
ID11093,11093,2,0.072,223.055,190.357,0,103,103,15,1,-10921639,29.479,29,25,41,22080,2.896,9.485,0.046,0.886
ID11144,11144,2,0.067,224.779,188.274,0,104,104,15,1,-10921639,29.278,29,25,39,21929,2.708,9.618,0.041,0.848
ID11198,11198,2,0.063,226.456,186.548,0,105,105,15,1,-10921639,29.049,28,24,39,21758,2.735,9.721,0.036,0.745
ID11248,11248,2,0.059,227.967,184.894,0,106,106,15,1,-10921639,28.909,28,25,36,21653,2.311,9.705,0.034,0.825
ID11304,11304,2,0.054,230.187,186.708,0,107,107,15,1,-10921639,28.939,29,25,36,21675,2.018,15.205,0.031,0.865
ID11357,11357,2,0.057,230.709,188.187,0,108,108,15,1,-10921639,29.100,29,26,37,21796,2.279,9.867,0.032,0.797
ID11408,11408,2,0.054,231.327,188.589,0,109,109,15,1,-10921639,29.053,28,26,37,21761,2.146,9.851,0.030,0.801
ID11460,11460,2,0.054,233.320,188.725,0,110,110,15,1,-10921639,29.003,28,24,37,21723,2.267,10.309,0.029,0.721
ID11511,11511,2,0.050,234.307,188.789,0,111,111,15,1,-10921639,29.011,29,24,36,21729,2.009,10.052,0.028,0.794
ID11563,11563,2,0.051,238.326,188.309,0,112,112,15,1,-10921639,29.073,29,26,38,21776,2.038,9.255,0.027,0.754
ID11616,11616,2,0.051,239.730,189.843,0,113,113,15,1,-10921639,29.065,29,25,36,21770,2.042,14.141,0.028,0.771
ID11671,11671,2,0.050,243.423,187.860,0,114,114,15,1,-10921639,29.132,29,25,36,21820,1.970,9.794,0.027,0.783
