Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID5920,5920,65,0.044,1901.872,1380.065,0,19,19,15,1,-10921639,42.247,42,38,45,31643,1.295,26.571,0.017,1.078
ID5984,5984,65,0.044,1903.634,1383.682,0,20,20,15,1,-10921639,42.119,42,39,47,31547,1.536,57.000,0.014,0.758
ID6050,6050,65,0.047,1903.712,1384.235,0,21,21,15,1,-10921639,42.134,42,37,47,31558,1.602,9.608,0.015,0.775
ID6118,6118,65,0.048,1902.293,1385.257,0,22,22,15,1,-10921639,42.063,42,38,47,31505,1.594,15.313,0.015,0.769
ID6183,6183,65,0.052,1902.387,1385.932,0,23,23,15,1,-10921639,42.210,42,39,47,31615,1.610,14.921,0.018,0.926
ID6247,6247,65,0.073,1901.215,1387.992,0,24,24,15,1,-10921639,43.151,43,38,51,32320,2.480,15.234,0.029,0.972
ID6378,6378,65,0.105,1897.599,1387.759,0,25,25,15,1,-10921639,44.381,43,39,55,33241,3.668,15.497,0.044,1.028
ID6312,6312,65,0.103,1898.231,1387.873,0,26,26,15,1,-10921639,44.375,43,38,54,33237,3.657,14.763,0.043,1.010
ID6444,6444,65,0.110,1899.136,1389.067,0,27,27,15,1,-10921639,44.765,44,38,57,33529,3.791,15.258,0.048,1.089
ID6508,6508,65,0.099,1901.716,1389.907,0,28,28,15,1,-10921639,44.067,43,38,56,33006,3.578,15.523,0.040,0.957
ID6571,6571,65,0.093,1901.863,1391.107,0,29,29,15,1,-10921639,43.742,43,39,55,32763,3.345,9.922,0.038,0.948
ID6635,6635,65,0.085,1902.678,1389.075,0,30,30,15,1,-10921639,43.358,42,38,53,32475,3.031,9.770,0.034,0.949
ID6700,6700,65,0.080,1904.172,1388.086,0,31,31,15,1,-10921639,43.139,42,36,53,32311,3.038,9.739,0.031,0.856
ID6764,6764,65,0.076,1903.669,1389.301,0,32,32,15,1,-10921639,42.944,42,37,51,32165,2.773,9.703,0.029,0.880
ID6830,6830,65,0.067,1903.935,1390.381,0,33,33,15,1,-10921639,42.701,42,38,53,31983,2.493,9.679,0.025,0.841
ID6894,6894,65,0.063,1903.038,1388.771,0,34,34,15,1,-10921639,42.415,42,37,51,31769,2.411,9.575,0.021,0.740
ID6957,6957,65,0.059,1902.093,1387.993,0,35,35,15,1,-10921639,42.330,42,37,50,31705,2.103,16.029,0.022,0.854
ID7020,7020,65,0.053,1901.483,1388.527,0,36,36,15,1,-10921639,41.953,42,38,48,31423,1.951,57.000,0.018,0.744
ID7083,7083,65,0.053,1902.333,1387.697,0,37,37,15,1,-10921639,41.999,42,38,48,31457,1.804,18.202,0.017,0.801
ID7212,7212,65,0.046,1901.351,1385.334,0,38,38,15,1,-10921639,41.630,41,38,48,31181,1.545,14.343,0.014,0.760
ID7149,7149,65,0.049,1902.841,1384.815,0,39,39,15,1,-10921639,41.802,42,38,46,31310,1.623,20.533,0.018,0.896
ID7277,7277,65,0.045,1904.154,1386.106,0,40,40,15,1,-10921639,41.490,41,36,46,31076,1.509,9.923,0.014,0.781
ID7340,7340,65,0.042,1902.838,1385.983,0,41,41,15,1,-10921639,41.385,41,37,46,30997,1.423,15.230,0.014,0.789
ID7468,7468,65,0.046,1902.961,1386.922,0,42,42,15,1,-10921639,41.463,41,39,46,31056,1.397,15.387,0.016,0.948
ID7404,7404,65,0.044,1902.956,1384.663,0,43,43,15,1,-10921639,41.386,41,38,45,30998,1.509,15.257,0.014,0.740
ID7532,7532,65,0.052,1904.669,1384.551,0,44,44,15,1,-10921639,41.721,41,39,47,31249,1.635,20.051,0.018,0.910
ID7594,7594,65,0.054,1900.564,1383.625,0,45,45,15,1,-10921639,41.852,42,38,48,31347,1.794,57.000,0.019,0.854
ID7723,7723,65,0.053,1900.737,1383.086,0,46,46,15,1,-10921639,41.881,42,38,47,31369,1.583,9.983,0.020,1.020
ID7659,7659,65,0.064,1902.150,1383.051,0,47,47,15,1,-10921639,42.248,42,38,48,31644,2.103,15.379,0.024,0.957
ID7789,7789,65,0.104,1902.290,1381.820,0,48,48,15,1,-10921639,44.238,43,39,56,33134,3.589,15.389,0.046,1.079
ID7855,7855,65,0.125,1904.004,1379.797,0,49,49,15,1,-10921639,45.304,44,38,59,33933,4.508,15.789,0.057,1.075
ID7922,7922,65,0.109,1906.807,1379.413,0,50,50,15,1,-10921639,44.381,43,37,56,33241,3.802,15.287,0.048,1.072
ID7988,7988,65,0.096,1907.059,1379.650,0,51,51,15,1,-10921639,43.899,43,38,54,32880,3.206,15.483,0.043,1.127
ID8056,8056,65,0.090,1905.280,1380.596,0,52,52,15,1,-10921639,43.494,42,38,54,32577,3.239,14.818,0.039,0.996
ID8124,8124,65,0.084,1903.988,1379.360,0,53,53,15,1,-10921639,42.992,42,38,54,32201,3.214,14.183,0.034,0.881
ID8262,8262,65,0.076,1902.937,1376.847,0,54,54,15,1,-10921639,42.611,42,38,51,31916,2.749,14.900,0.030,0.894
ID8191,8191,65,0.071,1904.033,1374.695,0,55,55,15,1,-10921639,42.371,42,38,51,31736,2.717,10.019,0.027,0.812
ID8329,8329,65,0.071,1904.259,1376.245,0,56,56,15,1,-10921639,42.514,42,37,52,31843,2.529,9.824,0.028,0.920
ID8399,8399,65,0.067,1901.209,1376.376,0,57,57,15,1,-10921639,42.131,42,38,52,31556,2.512,15.293,0.024,0.787
ID8535,8535,65,0.063,1902.974,1377.096,0,58,58,15,1,-10921639,41.856,41,37,51,31350,2.409,9.471,0.023,0.766
ID8466,8466,65,0.062,1901.144,1378.589,0,59,59,15,1,-10921639,41.792,41,38,50,31302,2.286,9.484,0.021,0.765
ID8605,8605,65,0.076,1898.102,1379.651,0,60,60,15,1,-10921639,42.299,42,38,52,31682,2.902,9.814,0.030,0.843
ID8677,8677,65,0.110,1899.484,1381.819,0,61,61,15,1,-10921639,43.722,42,37,60,32748,4.436,9.550,0.045,0.853
ID8749,8749,65,0.122,1897.730,1380.021,0,62,62,15,1,-10921639,44.490,43,38,61,33323,4.698,9.600,0.053,0.959
ID8819,8819,65,0.101,1896.809,1379.299,0,63,63,15,1,-10921639,43.498,42,38,59,32580,3.955,9.339,0.043,0.901
ID8891,8891,65,0.087,1896.769,1381.436,0,64,64,15,1,-10921639,42.828,42,38,55,32078,3.226,9.669,0.036,0.918
ID8963,8963,65,0.084,1897.190,1383.932,0,65,65,15,1,-10921639,42.501,42,36,54,31833,3.255,9.706,0.033,0.833
ID9108,9108,65,0.076,1896.465,1384.390,0,66,66,15,1,-10921639,42.224,41,38,52,31626,2.844,9.665,0.030,0.856
ID9035,9035,65,0.068,1895.134,1385.781,0,67,67,15,1,-10921639,41.858,41,38,52,31352,2.600,9.582,0.025,0.798
ID9178,9178,65,0.062,1893.178,1384.680,0,68,68,15,1,-10921639,41.726,41,38,49,31253,2.175,9.666,0.022,0.840
ID9252,9252,65,0.059,1893.289,1386.228,0,69,69,15,1,-10921639,42.009,42,37,49,31465,2.072,14.944,0.020,0.810
ID9398,9398,65,0.054,1895.187,1387.597,0,70,70,15,1,-10921639,41.971,42,38,49,31436,1.704,52.233,0.019,0.915
ID9325,9325,65,0.051,1894.560,1387.013,0,71,71,15,1,-10921639,41.784,42,37,50,31296,1.768,14.708,0.017,0.803
ID9468,9468,65,0.053,1893.521,1387.003,0,72,72,15,1,-10921639,41.845,42,38,49,31342,1.854,9.272,0.018,0.806
ID9545,9545,65,0.050,1889.865,1384.364,0,73,73,15,1,-10921639,42.332,42,37,48,31707,1.746,9.432,0.015,0.706
ID9617,9617,65,0.046,1889.187,1384.751,0,74,74,15,1,-10921639,43.041,43,39,47,32238,1.581,9.794,0.012,0.669
ID9691,9691,65,0.048,1888.750,1385.288,0,75,75,15,1,-10921639,42.011,42,38,46,31466,1.469,10.089,0.015,0.821
ID9765,9765,65,0.047,1885.742,1384.586,0,76,76,15,1,-10921639,42.019,42,38,47,31472,1.507,20.041,0.015,0.834
ID9834,9834,65,0.043,1884.102,1385.014,0,77,77,15,1,-10921639,41.228,41,38,47,30880,1.555,51.532,0.012,0.615
ID9979,9979,65,0.041,1881.093,1385.948,0,78,78,15,1,-10921639,40.870,41,37,45,30612,1.334,9.615,0.012,0.743
ID9906,9906,65,0.042,1882.488,1384.698,0,79,79,15,1,-10921639,41.083,41,38,45,30771,1.358,17.927,0.015,0.904
ID4969,4969,66,0.041,666.298,603.370,0,5,5,15,1,-10921639,46.955,47,43,51,35169,1.304,57.000,0.010,0.712
ID5102,5102,66,0.043,663.329,602.060,0,6,6,15,1,-10921639,47.021,47,44,51,35219,1.385,50.643,0.012,0.796
ID5170,5170,66,0.043,663.566,600.402,0,8,8,15,1,-10921639,46.969,47,44,50,35180,1.316,20.065,0.012,0.866
ID5235,5235,66,0.042,664.446,601.761,0,9,9,15,1,-10921639,46.721,47,44,50,34994,1.266,19.757,0.011,0.793
ID5489,5489,66,0.042,647.181,614.791,0,15,15,15,1,-10921639,46.967,47,43,51,35178,1.278,28.013,0.014,1.024
ID5683,5683,66,0.050,654.219,614.153,0,16,16,15,1,-10921639,47.366,47,44,50,35477,1.368,27.900,0.017,1.179
ID5750,5750,66,0.053,658.131,614.799,0,17,17,15,1,-10921639,47.546,48,43,52,35612,1.645,45.680,0.018,1.048
ID5820,5820,66,0.044,659.278,612.480,0,18,18,15,1,-10921639,47.025,47,43,51,35222,1.427,20.901,0.014,0.918
ID5887,5887,66,0.041,643.864,621.329,0,19,19,15,1,-10921639,46.688,47,43,52,34969,1.403,50.160,0.011,0.711
ID5953,5953,66,0.043,642.056,625.265,0,20,20,15,1,-10921639,46.619,47,43,50,34918,1.211,57.000,0.012,0.885
ID6020,6020,66,0.043,641.266,629.016,0,21,21,15,1,-10921639,46.638,47,43,50,34932,1.174,27.105,0.013,1.024
ID6086,6086,66,0.066,639.302,629.227,0,22,22,15,1,-10921639,48.031,48,44,54,35975,2.054,54.395,0.024,1.075
ID6153,6153,66,0.078,637.955,631.625,0,23,23,15,1,-10921639,48.961,49,44,55,36672,2.295,19.580,0.030,1.251
ID6217,6217,66,0.093,636.588,634.113,0,24,24,15,1,-10921639,49.888,50,44,56,37366,2.819,19.518,0.037,1.269
ID6347,6347,66,0.102,634.780,635.168,0,25,25,15,1,-10921639,50.410,50,44,58,37757,3.123,57.000,0.042,1.314
ID6282,6282,66,0.095,632.378,635.605,0,26,26,15,1,-10921639,49.936,50,43,58,37402,2.908,20.101,0.039,1.276
ID6414,6414,66,0.090,630.791,636.869,0,27,27,15,1,-10921639,49.562,49,43,57,37122,2.882,27.000,0.037,1.234
ID6478,6478,66,0.082,628.551,638.025,0,28,28,15,1,-10921639,48.813,49,41,55,36561,2.539,51.713,0.032,1.191
ID6541,6541,66,0.076,627.129,637.059,0,29,29,15,1,-10921639,48.521,48,42,54,36342,2.340,19.770,0.030,1.193
ID6604,6604,66,0.068,624.568,638.932,0,30,30,15,1,-10921639,48.017,48,43,52,35965,1.923,26.834,0.026,1.276
ID6669,6669,66,0.064,624.272,641.549,0,31,31,15,1,-10921639,47.688,48,43,53,35718,1.892,26.650,0.024,1.177
ID6733,6733,66,0.062,625.631,642.467,0,32,32,15,1,-10921639,47.348,47,43,53,35464,1.981,20.919,0.022,1.047
ID6799,6799,66,0.059,624.372,644.153,0,33,33,15,1,-10921639,47.323,47,43,52,35445,1.635,57.000,0.022,1.227
ID6864,6864,66,0.060,624.980,647.235,0,34,34,15,1,-10921639,47.079,47,42,51,35262,1.742,26.588,0.022,1.161
ID6930,6930,66,0.058,622.989,650.927,0,35,35,15,1,-10921639,46.849,47,43,51,35090,1.826,57.000,0.020,0.997
ID6993,6993,66,0.059,621.787,654.498,0,36,36,15,1,-10921639,46.825,47,42,51,35072,1.799,19.504,0.021,1.091
ID7054,7054,66,0.054,620.468,653.124,0,37,37,15,1,-10921639,46.487,46,42,51,34819,1.628,53.281,0.017,0.971
ID7184,7184,66,0.053,620.029,655.824,0,38,38,15,1,-10921639,46.326,46,42,51,34698,1.707,20.488,0.017,0.890
ID7119,7119,66,0.047,622.247,657.006,0,39,39,15,1,-10921639,46.195,46,42,51,34600,1.366,51.100,0.015,0.977
ID7249,7249,66,0.048,623.188,659.091,0,40,40,15,1,-10921639,46.075,46,41,51,34510,1.381,49.424,0.016,1.040
ID7314,7314,66,0.045,621.186,660.838,0,41,41,15,1,-10921639,46.011,46,42,50,34462,1.401,57.000,0.014,0.906
ID7441,7441,66,0.045,618.774,661.709,0,42,42,15,1,-10921639,45.911,46,42,51,34387,1.354,50.190,0.015,0.981
ID7377,7377,66,0.046,618.196,664.648,0,43,43,15,1,-10921639,45.892,46,43,49,34373,1.437,57.000,0.015,0.963
ID7503,7503,66,0.043,618.534,666.634,0,44,44,15,1,-10921639,45.916,46,42,50,34391,1.261,51.303,0.014,0.997
ID7566,7566,66,0.047,618.556,668.015,0,45,45,15,1,-10921639,45.911,46,43,49,34387,1.282,50.392,0.014,0.998
ID7694,7694,66,0.045,616.712,671.104,0,46,46,15,1,-10921639,45.766,46,43,50,34279,1.439,47.514,0.012,0.761
ID7630,7630,66,0.044,615.203,672.168,0,47,47,15,1,-10921639,45.607,45,42,50,34160,1.498,57.000,0.012,0.700
ID7760,7760,66,0.043,614.602,674.996,0,48,48,15,1,-10921639,45.720,46,42,50,34244,1.317,54.062,0.013,0.874
ID7826,7826,66,0.043,613.590,677.305,0,49,49,15,1,-10921639,45.530,46,42,50,34102,1.407,38.319,0.013,0.847
ID7894,7894,66,0.043,616.749,678.342,0,50,50,15,1,-10921639,45.461,45,43,49,34050,1.186,26.593,0.013,1.005
ID7959,7959,66,0.040,615.262,680.008,0,51,51,15,1,-10921639,45.278,45,42,49,33913,1.206,48.700,0.012,0.858
ID8026,8026,66,0.043,613.291,679.263,0,52,52,15,1,-10921639,45.402,45,41,50,34006,1.445,51.476,0.012,0.771
ID8095,8095,66,0.042,612.590,681.884,0,53,53,15,1,-10921639,45.234,45,42,48,33880,1.234,20.850,0.012,0.837
ID8234,8234,66,0.043,611.874,681.594,0,54,54,15,1,-10921639,45.276,45,42,49,33912,1.412,15.284,0.012,0.749
ID8302,8302,66,0.043,612.598,682.886,0,56,56,15,1,-10921639,45.160,45,41,48,33825,1.249,53.614,0.012,0.892
ID8372,8372,66,0.046,611.567,683.903,0,57,57,15,1,-10921639,45.403,45,42,49,34007,1.252,20.953,0.015,1.089
ID8508,8508,66,0.041,610.020,686.876,0,58,58,15,1,-10921639,44.955,45,42,49,33671,1.243,42.051,0.011,0.798
ID8439,8439,66,0.043,609.164,688.993,0,59,59,15,1,-10921639,44.989,45,41,51,33697,1.449,26.907,0.013,0.772
ID8577,8577,66,0.047,609.285,689.995,0,60,60,15,1,-10921639,45.158,45,41,50,33823,1.330,57.000,0.015,0.987
ID8649,8649,66,0.045,608.166,691.096,0,61,61,15,1,-10921639,44.983,45,40,49,33692,1.335,44.743,0.013,0.883
ID8720,8720,66,0.045,607.285,691.961,0,62,62,15,1,-10921639,44.909,45,40,49,33637,1.516,14.805,0.012,0.695
ID8790,8790,66,0.045,606.216,691.499,0,63,63,15,1,-10921639,44.939,45,41,48,33659,1.388,52.626,0.014,0.863
ID8861,8861,66,0.050,603.763,691.851,0,64,64,15,1,-10921639,45.083,45,41,51,33767,1.568,57.000,0.015,0.865
ID8933,8933,66,0.049,603.828,693.946,0,65,65,15,1,-10921639,45.023,45,42,49,33722,1.473,19.979,0.015,0.887
ID9075,9075,66,0.046,604.999,695.076,0,66,66,15,1,-10921639,44.939,45,41,50,33659,1.521,17.244,0.013,0.777
ID9005,9005,66,0.050,605.218,692.559,0,67,67,15,1,-10921639,45.167,45,41,49,33830,1.605,52.870,0.015,0.844
ID9148,9148,66,0.047,603.285,692.521,0,68,68,15,1,-10921639,45.166,45,42,49,33829,1.443,57.000,0.014,0.889
ID9221,9221,66,0.046,602.849,694.437,0,69,69,15,1,-10921639,45.407,45,41,50,34010,1.495,57.000,0.013,0.760
ID9367,9367,66,0.046,600.319,695.156,0,70,70,15,1,-10921639,45.704,46,42,50,34232,1.342,44.063,0.014,0.956
ID9294,9294,66,0.047,601.691,697.227,0,71,71,15,1,-10921639,45.590,45,42,50,34147,1.456,9.983,0.013,0.792
ID9437,9437,66,0.049,600.671,697.542,0,72,72,15,1,-10921639,45.813,46,43,51,34314,1.414,20.700,0.015,0.954
ID9514,9514,66,0.048,600.652,697.671,0,73,73,15,1,-10921639,46.450,46,42,52,34791,1.596,15.049,0.014,0.788
ID9587,9587,66,0.049,596.688,696.651,0,74,74,15,1,-10921639,47.425,47,44,51,35521,1.362,57.000,0.014,0.966
ID9661,9661,66,0.049,593.281,697.323,0,75,75,15,1,-10921639,46.287,46,43,50,34669,1.411,57.000,0.015,0.960
ID9735,9735,66,0.049,591.509,697.674,0,76,76,15,1,-10921639,46.206,46,43,51,34608,1.459,20.024,0.015,0.962
ID9807,9807,66,0.052,589.841,697.033,0,77,77,15,1,-10921639,45.702,46,40,52,34231,1.691,53.005,0.016,0.858
ID9951,9951,66,0.048,589.807,698.856,0,78,78,15,1,-10921639,45.027,45,40,50,33725,1.653,49.186,0.015,0.803
ID9878,9878,66,0.050,585.518,694.877,0,79,79,15,1,-10921639,45.088,45,41,49,33771,1.496,14.862,0.016,0.956
ID4978,4978,67,0.053,1385.847,757.700,0,5,5,15,1,-10921639,48.080,48,45,52,36012,1.300,54.856,0.018,1.284
ID5111,5111,67,0.066,1387.730,762.262,0,6,6,15,1,-10921639,49.057,49,44,55,36744,1.989,57.000,0.024,1.158
ID5043,5043,67,0.064,1387.107,763.048,0,7,7,15,1,-10921639,48.804,49,44,53,36554,1.823,26.126,0.022,1.160
ID5177,5177,67,0.056,1385.989,764.623,0,8,8,15,1,-10921639,48.135,48,44,53,36053,1.719,15.282,0.019,1.021
ID5241,5241,67,0.051,1384.593,765.501,0,9,9,15,1,-10921639,47.738,48,44,53,35756,1.561,44.060,0.016,0.945
ID5303,5303,67,0.050,1384.434,765.702,0,10,10,15,1,-10921639,47.567,48,44,52,35628,1.456,55.402,0.015,0.939
ID5366,5366,67,0.043,1382.655,766.809,0,11,11,15,1,-10921639,47.087,47,44,54,35268,1.317,15.071,0.011,0.787
ID5430,5430,67,0.043,1383.285,771.340,0,12,12,15,1,-10921639,47.097,47,43,50,35276,1.304,57.000,0.012,0.873
ID5562,5562,67,0.045,1380.433,771.177,0,13,13,15,1,-10921639,47.027,47,43,51,35223,1.317,26.775,0.014,0.962
ID5626,5626,67,0.047,1381.606,777.256,0,14,14,15,1,-10921639,46.992,47,42,51,35197,1.523,51.201,0.014,0.834
ID5759,5759,67,0.041,1379.004,780.778,0,17,17,15,1,-10921639,46.469,46,43,50,34805,1.254,26.050,0.011,0.786
ID5828,5828,67,0.049,1381.047,784.385,0,18,18,15,1,-10921639,46.848,47,43,51,35089,1.457,17.091,0.014,0.905
ID5896,5896,67,0.052,1379.042,787.474,0,19,19,15,1,-10921639,46.976,47,43,51,35185,1.475,14.873,0.016,1.027
ID5962,5962,67,0.048,1378.631,790.874,0,20,20,15,1,-10921639,46.673,46,42,51,34958,1.497,20.421,0.013,0.798
ID6027,6027,67,0.048,1376.768,792.387,0,21,21,15,1,-10921639,46.513,46,43,50,34838,1.399,17.354,0.014,0.928
ID6096,6096,67,0.048,1374.394,795.817,0,22,22,15,1,-10921639,46.465,46,42,51,34802,1.437,39.012,0.014,0.888
ID6161,6161,67,0.048,1376.941,796.645,0,23,23,15,1,-10921639,46.295,46,43,51,34675,1.564,15.104,0.013,0.768
ID6225,6225,67,0.048,1375.499,797.328,0,24,24,15,1,-10921639,46.360,46,43,51,34724,1.444,44.533,0.014,0.890
ID6355,6355,67,0.049,1377.087,798.995,0,25,25,15,1,-10921639,46.219,46,42,50,34618,1.562,14.880,0.013,0.778
ID6290,6290,67,0.055,1379.687,799.096,0,26,26,15,1,-10921639,46.514,46,43,53,34839,1.708,57.000,0.016,0.866
ID6421,6421,67,0.070,1380.931,802.715,0,27,27,15,1,-10921639,47.370,47,43,54,35480,2.147,35.284,0.025,1.059
ID6486,6486,67,0.077,1382.414,804.136,0,28,28,15,1,-10921639,47.587,47,44,55,35643,2.473,9.612,0.028,1.054
ID6550,6550,67,0.086,1380.481,805.618,0,29,29,15,1,-10921639,48.148,48,41,57,36063,2.752,17.134,0.033,1.113
ID6612,6612,67,0.121,1379.057,808.157,0,30,30,15,1,-10921639,50.008,49,43,62,37456,3.993,15.985,0.049,1.175
ID6678,6678,67,0.121,1378.075,808.733,0,31,31,15,1,-10921639,49.976,49,43,62,37432,3.938,15.527,0.051,1.222
ID6741,6741,67,0.105,1375.589,811.077,0,32,32,15,1,-10921639,48.973,48,42,60,36681,3.481,16.472,0.041,1.106
ID6807,6807,67,0.100,1374.115,809.377,0,33,33,15,1,-10921639,48.603,48,43,58,36404,3.322,15.923,0.039,1.095
ID6872,6872,67,0.104,1372.985,808.804,0,34,34,15,1,-10921639,48.740,48,42,59,36506,3.330,15.411,0.041,1.161
ID6936,6936,67,0.091,1374.148,808.468,0,35,35,15,1,-10921639,48.103,47,43,57,36029,2.953,15.690,0.034,1.085
ID6999,6999,67,0.083,1374.428,807.237,0,36,36,15,1,-10921639,47.668,47,42,57,35703,2.657,9.750,0.031,1.074
ID7061,7061,67,0.078,1373.596,808.099,0,37,37,15,1,-10921639,47.437,47,43,55,35530,2.446,15.382,0.029,1.106
ID7191,7191,67,0.074,1372.084,812.430,0,38,38,15,1,-10921639,47.206,47,42,56,35357,2.374,15.050,0.027,1.061
ID7129,7129,67,0.066,1371.814,814.366,0,39,39,15,1,-10921639,46.764,46,42,54,35026,2.120,57.000,0.023,0.987
ID7257,7257,67,0.065,1372.475,815.161,0,40,40,15,1,-10921639,46.685,46,43,54,34967,1.963,14.508,0.023,1.082
ID7322,7322,67,0.071,1374.363,813.408,0,41,41,15,1,-10921639,47.105,47,42,54,35282,2.193,15.060,0.026,1.090
ID7449,7449,67,0.070,1378.670,812.603,0,42,42,15,1,-10921639,46.928,47,42,54,35149,2.123,18.351,0.026,1.126
ID7385,7385,67,0.067,1378.788,816.089,0,43,43,15,1,-10921639,46.714,46,42,53,34989,1.894,57.000,0.024,1.169
ID7511,7511,67,0.061,1379.847,816.951,0,44,44,15,1,-10921639,46.334,46,42,52,34704,1.809,57.000,0.021,1.058
ID7574,7574,67,0.060,1378.604,815.552,0,45,45,15,1,-10921639,46.216,46,43,52,34616,1.729,14.973,0.021,1.111
ID7702,7702,67,0.060,1378.245,816.883,0,46,46,15,1,-10921639,46.103,46,42,54,34531,1.930,14.985,0.020,0.936
ID7638,7638,67,0.064,1380.236,816.324,0,47,47,15,1,-10921639,46.171,46,42,53,34582,2.029,20.218,0.023,1.015
ID7768,7768,67,0.063,1382.202,818.458,0,48,48,15,1,-10921639,46.182,46,42,54,34590,1.925,15.140,0.022,1.051
ID7834,7834,67,0.061,1382.799,820.823,0,49,49,15,1,-10921639,45.968,46,41,50,34430,1.896,20.465,0.021,0.996
ID7902,7902,67,0.061,1383.943,822.805,0,50,50,15,1,-10921639,46.064,46,42,51,34502,1.865,15.591,0.021,1.035
ID7968,7968,67,0.063,1382.233,825.785,0,51,51,15,1,-10921639,46.154,46,42,52,34569,1.834,53.881,0.023,1.134
ID8035,8035,67,0.074,1382.098,827.685,0,52,52,15,1,-10921639,46.672,46,42,54,34957,2.154,15.942,0.028,1.201
ID8105,8105,67,0.077,1379.062,829.951,0,53,53,15,1,-10921639,46.824,46,42,53,35071,2.305,16.169,0.030,1.186
ID8244,8244,67,0.085,1377.225,830.778,0,54,54,15,1,-10921639,47.272,47,43,55,35407,2.419,15.837,0.034,1.301
ID8174,8174,67,0.092,1377.333,833.569,0,55,55,15,1,-10921639,47.562,47,42,58,35624,2.867,15.386,0.037,1.188
ID8311,8311,67,0.094,1377.785,833.950,0,56,56,15,1,-10921639,47.474,47,43,56,35558,2.869,10.030,0.038,1.221
ID8382,8382,67,0.091,1377.188,834.993,0,57,57,15,1,-10921639,47.515,47,43,59,35589,2.843,15.180,0.037,1.185
ID8518,8518,67,0.088,1374.625,835.799,0,58,58,15,1,-10921639,47.081,46,43,57,35264,2.761,9.698,0.034,1.122
ID8449,8449,67,0.084,1375.791,837.641,0,59,59,15,1,-10921639,46.822,46,42,55,35070,2.618,9.816,0.033,1.138
ID8587,8587,67,0.078,1375.948,838.364,0,60,60,15,1,-10921639,46.495,46,41,57,34825,2.556,9.872,0.029,1.013
ID8659,8659,67,0.075,1374.937,836.768,0,61,61,15,1,-10921639,46.247,46,41,54,34639,2.397,14.745,0.027,1.020
ID8731,8731,67,0.088,1372.549,836.850,0,62,62,15,1,-10921639,46.897,46,42,57,35126,2.780,9.912,0.035,1.146
ID8801,8801,67,0.128,1370.959,838.858,0,63,63,15,1,-10921639,48.881,48,43,62,36612,4.313,15.488,0.053,1.142
ID8872,8872,67,0.132,1368.329,837.229,0,64,64,15,1,-10921639,49.065,48,43,63,36750,4.418,9.852,0.056,1.173
ID8944,8944,67,0.122,1367.680,837.739,0,65,65,15,1,-10921639,48.510,47,42,65,36334,4.158,15.168,0.050,1.108
ID9086,9086,67,0.111,1368.806,840.358,0,66,66,15,1,-10921639,48.045,47,42,60,35986,3.563,9.719,0.045,1.171
ID9015,9015,67,0.098,1368.469,839.311,0,67,67,15,1,-10921639,47.593,47,42,58,35647,3.170,57.000,0.039,1.132
ID9158,9158,67,0.093,1367.257,838.549,0,68,68,15,1,-10921639,47.294,46,42,56,35423,3.040,15.379,0.036,1.080
ID9232,9232,67,0.088,1366.066,838.895,0,69,69,15,1,-10921639,47.363,47,41,57,35475,2.864,15.148,0.033,1.061
ID9377,9377,67,0.083,1368.667,838.389,0,70,70,15,1,-10921639,47.487,47,42,56,35568,2.660,9.948,0.031,1.057
ID9304,9304,67,0.077,1370.286,836.548,0,71,71,15,1,-10921639,47.139,47,42,54,35307,2.496,9.447,0.028,1.018
ID9449,9449,67,0.076,1368.457,838.708,0,72,72,15,1,-10921639,47.107,47,43,55,35283,2.294,9.883,0.028,1.133
ID9526,9526,67,0.075,1370.864,842.292,0,73,73,15,1,-10921639,47.681,47,43,57,35713,2.461,14.539,0.025,0.953
ID9599,9599,67,0.073,1368.609,845.285,0,74,74,15,1,-10921639,48.652,48,44,56,36440,2.336,9.610,0.025,1.026
ID9673,9673,67,0.073,1366.482,843.862,0,75,75,15,1,-10921639,47.364,47,42,57,35476,2.459,9.714,0.024,0.900
ID9747,9747,67,0.071,1366.224,844.021,0,76,76,15,1,-10921639,47.097,46,43,56,35276,2.371,9.565,0.023,0.884
ID9818,9818,67,0.077,1363.990,843.738,0,77,77,15,1,-10921639,46.760,46,43,57,35023,2.835,9.603,0.027,0.854
ID9962,9962,67,0.095,1362.790,844.467,0,78,78,15,1,-10921639,47.136,46,42,58,35305,3.407,9.905,0.034,0.920
ID9889,9889,67,0.154,1362.196,842.895,0,79,79,15,1,-10921639,49.571,47,42,69,37129,6.169,9.807,0.060,0.910
ID5122,5122,68,0.047,1375.861,967.227,0,6,6,15,1,-10921639,47.865,48,44,52,35851,1.421,36.504,0.015,1.011
ID5053,5053,68,0.056,1372.634,971.058,0,7,7,15,1,-10921639,48.438,48,44,54,36280,1.751,38.173,0.019,1.058
ID5187,5187,68,0.067,1367.409,973.674,0,8,8,15,1,-10921639,49.597,50,44,54,37148,1.888,26.559,0.026,1.342
ID5251,5251,68,0.071,1367.903,977.620,0,9,9,15,1,-10921639,50.004,50,44,55,37453,1.977,26.697,0.028,1.373
